# Paizo Printables objects in the MyMiniFactory library (creatorId 2661523), captured 2026-09-11
# from https://www.myminifactory.com/library#/?{"searchString":"","filterData":{"creatorId":2661523}}
# webp = 1000x1000 logo render via the images2 CDN (verified 1000x1000); png = the raw asset behind it.
# code is only filled where the vendor asset filename carries a P-number; the rest are matched by name in models.tsv.
object_id	name	code	mmf	webp	png
807527	Order of the Gate Hellknight	P0044	https://www.myminifactory.com/object/3d-print-order-of-the-gate-hellknight-807527	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/6a18089b227755.53591650/images/1000X1000-P0044_Order_of_the_Gate_Hellknight_S1P3.jpg@webp	https://assets.myminifactory.com/object-images/6a18089b227755.53591650/images/1000X1000-P0044_Order_of_the_Gate_Hellknight_S1P3.jpg
807525	Brastlewark Snarecrafter	P0043	https://www.myminifactory.com/object/3d-print-brastlewark-snarecrafter-807525	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/6a1808434ce8f0.76710509/images/1000X1000-P0043_Brastlewark_Snarecrafter_S1P3.jpg@webp	https://assets.myminifactory.com/object-images/6a1808434ce8f0.76710509/images/1000X1000-P0043_Brastlewark_Snarecrafter_S1P3.jpg
802035	Discounts Codes Season 1 June 2026		https://www.myminifactory.com/object/3d-print-discounts-codes-season-1-june-2026-802035		
795097	Leukodaemon	P0040	https://www.myminifactory.com/object/3d-print-leukodaemon-795097	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1ccf20e55e2.79553870/images/1000X1000-P0040_Leukodaemon_WP2.png@webp	https://assets.myminifactory.com/object-images/69f1ccf20e55e2.79553870/images/1000X1000-P0040_Leukodaemon_WP2.png
795095	Rekhep Archon	P0041	https://www.myminifactory.com/object/3d-print-rekhep-archon-795095	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1ccdc4d9af0.57477050/images/1000X1000-P0041_Rekhep_Archon_WP2.png@webp	https://assets.myminifactory.com/object-images/69f1ccdc4d9af0.57477050/images/1000X1000-P0041_Rekhep_Archon_WP2.png
795094	Arboreal Warden	P0032	https://www.myminifactory.com/object/3d-print-arboreal-warden-795094	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1ccb97b65e4.92185409/images/1000X1000-P0032_Arboreal_Warden_WP2.png@webp	https://assets.myminifactory.com/object-images/69f1ccb97b65e4.92185409/images/1000X1000-P0032_Arboreal_Warden_WP2.png
795093	Balisse Angel	P0038	https://www.myminifactory.com/object/3d-print-balisse-angel-795093	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cc9ab1ffa5.23168655/images/1000X1000-P0038_Balisse_Angel_WP2.png@webp	https://assets.myminifactory.com/object-images/69f1cc9ab1ffa5.23168655/images/1000X1000-P0038_Balisse_Angel_WP2.png
795092	Vidileth Alghollthu	P0042	https://www.myminifactory.com/object/3d-print-vidileth-alghollthu-795092	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cc59754756.02127798/images/1000X1000-P0042_Vidileth_with_Base_WP2.png@webp	https://assets.myminifactory.com/object-images/69f1cc59754756.02127798/images/1000X1000-P0042_Vidileth_with_Base_WP2.png
795108	May 2026 PDF (Season 1 Adventure 2)		https://www.myminifactory.com/object/3d-print-may-2026-pdf-season-1-adventure-2-795108	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1d1214617a3.52277396/images/1000X1000-HellfireCrisis_2_Paizo_PDF_PREVIEW.png@webp	https://assets.myminifactory.com/object-images/69f1d1214617a3.52277396/images/1000X1000-HellfireCrisis_2_Paizo_PDF_PREVIEW.png
795104	Talmandor	P0037	https://www.myminifactory.com/object/3d-print-talmandor-795104	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cdf5de2167.77228224/images/1000X1000-P0037_Talmandor_S1P2.png@webp	https://assets.myminifactory.com/object-images/69f1cdf5de2167.77228224/images/1000X1000-P0037_Talmandor_S1P2.png
795103	Phistophilus Contract Devil	P0036	https://www.myminifactory.com/object/3d-print-phistophilus-contract-devil-795103	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cdd0439872.44924173/images/1000X1000-P0036_Phistophilus_S1P2.png@webp	https://assets.myminifactory.com/object-images/69f1cdd0439872.44924173/images/1000X1000-P0036_Phistophilus_S1P2.png
795102	Gylou Handmaiden Devil	P0035	https://www.myminifactory.com/object/3d-print-gylou-handmaiden-devil-795102	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cdb36e4314.33340393/images/1000X1000-P0035_Gylou_S1P2.png@webp	https://assets.myminifactory.com/object-images/69f1cdb36e4314.33340393/images/1000X1000-P0035_Gylou_S1P2.png
795100	Hellbreaker	P0039	https://www.myminifactory.com/object/3d-print-hellbreaker-795100	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cd5adc8f12.72688998/images/1000X1000-P0039_Hellbreaker_S1P2.png@webp	https://assets.myminifactory.com/object-images/69f1cd5adc8f12.72688998/images/1000X1000-P0039_Hellbreaker_S1P2.png
795099	Chelaxian Soldiers	P0034	https://www.myminifactory.com/object/3d-print-chelaxian-soldiers-795099	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cd38205915.81560844/images/1000X1000-P0034_Cheliax_Soldier_ABC_S1P2_STL.png@webp	https://assets.myminifactory.com/object-images/69f1cd38205915.81560844/images/1000X1000-P0034_Cheliax_Soldier_ABC_S1P2_STL.png
795098	Andoran Soldiers	P0033	https://www.myminifactory.com/object/3d-print-andoran-soldiers-795098	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69f1cd17c6f9a0.27373774/images/1000X1000-P0033_Andorian_Soldier_ABC_S1P2.png@webp	https://assets.myminifactory.com/object-images/69f1cd17c6f9a0.27373774/images/1000X1000-P0033_Andorian_Soldier_ABC_S1P2.png
775658	Pathfinder Launch Promo		https://www.myminifactory.com/object/3d-print-pathfinder-launch-promo-775658	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69b2beb642ee81.68713580/images/1000X1000-Pathfinred_Fumbus_Alchemist.jpg@webp	https://assets.myminifactory.com/object-images/69b2beb642ee81.68713580/images/1000X1000-Pathfinred_Fumbus_Alchemist.jpg
768539	Lurker in Light		https://www.myminifactory.com/object/3d-print-lurker-in-light-768539	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/699e038d50c8e5.18478516/images/1000X1000-Lurker%20in%20light.png@webp	https://assets.myminifactory.com/object-images/699e038d50c8e5.18478516/images/1000X1000-Lurker%20in%20light.png
784188	Dicounts Codes April 2026		https://www.myminifactory.com/object/3d-print-dicounts-codes-april-2026-784188	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69ce65c3d167f5.67215745/images/1000X1000-Discount_Square.jpg@webp	https://assets.myminifactory.com/object-images/69ce65c3d167f5.67215745/images/1000X1000-Discount_Square.jpg
784068	Pathfinder Beginner Box (Remastered)		https://www.myminifactory.com/object/3d-print-pathfinder-beginner-box-remastered-784068	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69ce168885efe0.06789169/images/1000X1000-Begginers%20Box%20SQ.jpg@webp	https://assets.myminifactory.com/object-images/69ce168885efe0.06789169/images/1000X1000-Begginers%20Box%20SQ.jpg
783379	Bases set		https://www.myminifactory.com/object/3d-print-bases-set-783379		
783374	April 2026 PDF (Season 1 Adventure 1 )		https://www.myminifactory.com/object/3d-print-april-2026-pdf-season-1-adventure-1-783374	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69cc6457795e53.15579494/images/1000X1000-HellfireCrisis_Paizo_PDF_PREVIEW.jpg@webp	https://assets.myminifactory.com/object-images/69cc6457795e53.15579494/images/1000X1000-HellfireCrisis_Paizo_PDF_PREVIEW.jpg
783372	Last Croak Adventure PDF		https://www.myminifactory.com/object/3d-print-last-croak-adventure-pdf-783372	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69cc637c257a34.95523747/images/1000X1000-WelcomePackDemo_Paizo_PDF_PREVIEW.jpg@webp	https://assets.myminifactory.com/object-images/69cc637c257a34.95523747/images/1000X1000-WelcomePackDemo_Paizo_PDF_PREVIEW.jpg
783371	Mirage Dragon PDF		https://www.myminifactory.com/object/3d-print-mirage-dragon-pdf-783371	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69cc630e26a080.98998434/images/1000X1000-MirageDragonDemo_Paizo_PDF_PREVIEW.jpg@webp	https://assets.myminifactory.com/object-images/69cc630e26a080.98998434/images/1000X1000-MirageDragonDemo_Paizo_PDF_PREVIEW.jpg
779847	Sarglagon - Drowning Devil		https://www.myminifactory.com/object/3d-print-sarglagon-drowning-devil-779847	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c2ab27784ea6.29532307/images/1000X1000-april2026__0000_Sarglagon.png@webp	https://assets.myminifactory.com/object-images/69c2ab27784ea6.29532307/images/1000X1000-april2026__0000_Sarglagon.png
779550	Vordine - Infantry Devil		https://www.myminifactory.com/object/3d-print-vordine-infantry-devil-779550	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c19d5bf1b2a6.57364888/images/1000X1000-april2026__0001_VordineALL.png@webp	https://assets.myminifactory.com/object-images/69c19d5bf1b2a6.57364888/images/1000X1000-april2026__0001_VordineALL.png
779548	Ort - Druge Devil		https://www.myminifactory.com/object/3d-print-ort-druge-devil-779548	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c19d34bdaf04.87248548/images/1000X1000-april2026__0002_OrtAll.png@webp	https://assets.myminifactory.com/object-images/69c19d34bdaf04.87248548/images/1000X1000-april2026__0002_OrtAll.png
779547	Hellknight Signifer		https://www.myminifactory.com/object/3d-print-hellknight-signifer-779547	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c19d071b15f7.94575305/images/1000X1000-april2026__0008_Hellknight-Signifier.png@webp	https://assets.myminifactory.com/object-images/69c19d071b15f7.94575305/images/1000X1000-april2026__0008_Hellknight-Signifier.png
779546	Andoren Steel Falcon		https://www.myminifactory.com/object/3d-print-andoren-steel-falcon-779546	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c19ce8415d92.20863449/images/1000X1000-april2026__0013_Aldorian-Steel-Falcon.png@webp	https://assets.myminifactory.com/object-images/69c19ce8415d92.20863449/images/1000X1000-april2026__0013_Aldorian-Steel-Falcon.png
779545	Andoren Golden Legionnaire		https://www.myminifactory.com/object/3d-print-andoren-golden-legionnaire-779545	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c19b6006b490.92736145/images/1000X1000-Andoran%20Golden%20Legionnaire.png@webp	https://assets.myminifactory.com/object-images/69c19b6006b490.92736145/images/1000X1000-Andoran%20Golden%20Legionnaire.png
779538	Horned Dragon		https://www.myminifactory.com/object/3d-print-horned-dragon-779538	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c197b8a538b5.75448273/images/1000X1000-Horned%20Dragon.png@webp	https://assets.myminifactory.com/object-images/69c197b8a538b5.75448273/images/1000X1000-Horned%20Dragon.png
779537	Zolgran Kobold Boss		https://www.myminifactory.com/object/3d-print-zolgran-kobold-boss-779537	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c19791c41d32.60920909/images/1000X1000-april2026__0042_Zolgran.png@webp	https://assets.myminifactory.com/object-images/69c19791c41d32.60920909/images/1000X1000-april2026__0042_Zolgran.png
779536	Xulgath Warrior		https://www.myminifactory.com/object/3d-print-xulgath-warrior-779536	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c19761e9a6d1.07312779/images/1000X1000-april2026__0035_Xugath.png@webp	https://assets.myminifactory.com/object-images/69c19761e9a6d1.07312779/images/1000X1000-april2026__0035_Xugath.png
779535	Cinder Rat		https://www.myminifactory.com/object/3d-print-cinder-rat-779535	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c1973409c3c5.81102919/images/1000X1000-april2026__0030_Cinder-Rat.png@webp	https://assets.myminifactory.com/object-images/69c1973409c3c5.81102919/images/1000X1000-april2026__0030_Cinder-Rat.png
779533	Kobold Scout		https://www.myminifactory.com/object/3d-print-kobold-scout-779533	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c196eb0584b6.98235195/images/1000X1000-april2026__0021_Kobold-Scout.png@webp	https://assets.myminifactory.com/object-images/69c196eb0584b6.98235195/images/1000X1000-april2026__0021_Kobold-Scout.png
779532	Kobold Trapmaster		https://www.myminifactory.com/object/3d-print-kobold-trapmaster-779532	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c196b9eeba88.70221826/images/1000X1000-april2026__0027_Kobold-Trapmaster.png@webp	https://assets.myminifactory.com/object-images/69c196b9eeba88.70221826/images/1000X1000-april2026__0027_Kobold-Trapmaster.png
779531	Kobold Warrior		https://www.myminifactory.com/object/3d-print-kobold-warrior-779531	https://images2.myminifactory.com/insecure/plain/https://assets.myminifactory.com/object-images/69c1969345eef0.61001740/images/1000X1000-april2026__0020_Kobold-Warrior.png@webp	https://assets.myminifactory.com/object-images/69c1969345eef0.61001740/images/1000X1000-april2026__0020_Kobold-Warrior.png
